Compound,Life_extended,CAS Number,SMILES,PubChem_Common_Name,PubChem_CID
,1,,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,"1,3-Benzodioxole, 5,5'-(tetrahydro-1H,3H-furo(3,4-c)furan-1,4-diyl)bis-, (1S-(1.alpha.,3a.alpha.,4.alpha.,6a.alpha.))-",5204
,1,,COc1cc(C2C3C=C(C4Oc5cc(O)cc(O)c5C(=O)C4O)C4C2COC4(O)C3=O)ccc1O,Silidianine pound>>Silydianin,12442788
,1,,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,SILYMARIN,5213
,1,,OCC(O)C(O)C(O)C(O)CO,Hexitol,453
,1,,O=C(C=Cc1ccc(O)cc1)OC1C2C=COC(OC3OC(CO)C(O)C(O)C3O)C2C2(CO)OC12,XCA51490,73150575
,1,,NCCCCNCCCN,spermidine,1102
,1,,CN(C)c1ccc(C=C2C(=O)Nc3ccccc32)cc1,3-(4-dimethylamino-benzylidenyl)-2-indolinone,3135
,1,,O=C(O)CCC(=O)O,succinic acid,1110
,1,,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,sulfamethoxazole,5329
,1,,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,Tamarixetin,5281699
,1,,NCCS(=O)(=O)O,taurine,1123
,1,,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,(+/-)-Taxifolin,471
,1,,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,thioridazine,5452
,1,,CC(O)C(N)C(=O)O,2-amino-3-hydroxybutanoic acid,205
,1,,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)ccc2O1,SCHEMBL1081622,53841482
,1,,CC1CCC2(NC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,Spirosolan-3-ol,312827
,1,,c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1,16858-02-9,5519
,1,,Oc1cc(O)c(C=Cc2ccccc2)cc1O,,
,1,,COC1=CC(C=Cc2ccccc2)=CC(OC)C1(O)F,,
,1,,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1174299-27-4,1143
,1,,COc1cc2c(cc1OC)-c1cc(=Nc3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,trequinsin,5537
,1,,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,Tricostatin A,5562
,1,,CN1C(=O)OC(C)(C)C1=O,trimethadione,5576
,1,,CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O,SCHEMBL26443574,5589
,1,,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,trolox,40634
,1,,NC(Cc1c[nH]c2ccccc12)C(=O)O,DL-Tryptophan,1148
,1,,NC(Cc1ccc(O)cc1)C(=O)O,DL-Tyrosine,1153
,1,,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,SCHEMBL238987,4078684
,1,,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,TYRPHOSTIN,2051
,1,,O=c1oc2cc(O)ccc2c2ccc(O)cc12,urolithin A,5488186
,1,,O=c1oc2cc(O)ccc2c2ccccc12,urolithin B,5380406
,1,,O=c1oc2cc(O)ccc2c2cc(O)c(O)cc12,Urolithin C,60198001
,1,,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,Urolithin D,5482042
,1,,O=C(C=Cc1ccc(O)c(O)c1)OC1C2C=COC(OC3OC(CO)C(O)C(O)C3O)C2C2(CO)OC12,"[2-(hydroxymethyl)-10-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-5-yl] 3-(3,4-dihydroxyphenyl)prop-2-enoate",73150574
,1,,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Vincristine (free base),3717450
,1,,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,Ethyl eburnamenine-14-carboxylate,5673
,1,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,"5,6-trans-Vitamin D3",2735
,1,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,DL-ALPHA-TOCOPHEROL,2116
,1,,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,SCHEMBL2741236,5378180
,1,,CC1=C(C)C(=O)OC(C(C)(O)C2CCC3C4C5OC5C5(O)CC=CC(=O)C5(C)C4CCC32C)C1,(+)-Withanolide A,14236710
,1,,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,xanthine,1188
,1,,COc1cc(CC2C(=O)OCC2Cc2cc(OC)c3c(c2)C(CO)C(c2ccc(O)c(OC)c2)O3)ccc1O,62333-08-8,323894
,1,,O=C(O)CCC(O)C(=O)O,2-hydroxyglutaric acid,43
,1,,CCC1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1CC2CC,CHEMBL414213,4474781
,1,,CCC=CCC=CCC=CCCCCCCCC(=O)O,"Octadeca-9,12,15-trienoic acid",860
,1,,COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1,CHEMBL4067898,137631969
,1,,c1ccn2ncnc2c1,"[1,2,4]Triazolo[1,5-a]pyridine",67508
,1,,O=c1oc(Cl)c(Cl)c2ccccc12,"3,4-dichloroisocoumarin",1609
,1,,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,3-Methylxanthine,70639
,1,,CCCCCCCC(=O)c1ccc(O)c(C(=O)O)c1,5-Octanoylsalicylic acid,9838158
,1,,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,Buddleoside,5480901
,1,,CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,Spectrum_001160,2246
,1,,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,MFCD16036240,500122
,1,,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,Baciguent,65281
,1,,C[N+](C)(C)CC(=O)[O-],betaine,247
,1,,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,Cichoric acid;Dicaffeoyltartaric acid,5134221
,1,,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1-(diphenylmethyl)-4-(3-phenylprop-2-enyl)piperazine,2761
,1,,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,Coenzyme Q10 semiquinone,1156
,1,,CC(=O)OC1C(O)C(OC2C(O)C(O)OC(CO)C2O)OC(C)C1OC1OC(C)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(OC4OC5COC(C)(C(=O)O)OC5C(O)C4O)C(O)C3O)C2O)C(O)C1O,,
,1,,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,"5,13-bis(3,4-dihydroxyphenyl)-16-[2-(3,4-dihydroxyphenyl)-8-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-4,12,14-trioxapentacyclo[11.7.1.02,11.03,8.015,20]henicosa-2(11),3(8),9,15,17,19-hexaene-6,9,17,19,21-pentol",16197811
,1,,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,cyclosporin A,2909
,1,,CC(CCC=CC(=O)Nc1ccc(C(=O)O)cc1)OC1OC(C)C(O)CC1O,"4-[6-(3,5-dihydroxy-6-methyloxan-2-yl)oxyhept-2-enoylamino]benzoic acid",78099903
,1,,CC(C)=CC1CC(C)C(COc2ccc3ccc(=O)oc3c2)C1(C)CCC(=O)O,"3-[1,3-dimethyl-5-(2-methylprop-1-enyl)-2-[(2-oxochromen-7-yl)oxymethyl]cyclopentyl]propanoic acid",156963375
,1,,O=C(O)C(O)C(O)C(O)C(O)CO,Hexonic acid,604
,1,,Cn1c(=O)c2c(nc(N3CCOCC3)n2C)n(C)c1=O,"CAFFEINE, 8-MORPHOLINO-",35697
,1,,COc1cc(CC2C(=O)OCC2Cc2cc(OC)c(O)c(C(CO)C(O)c3ccc(O)c(OC)c3)c2)ccc1O,"4-[[3-[1,3-dihydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-2-yl]-4-hydroxy-5-methoxyphenyl]methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",323896
,1,,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,"3-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-1,4,5-trihydroxy-cyclohexanecarboxylic acid",348159
,1,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,nicardipine,4474
,1,,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6(O)C5CC(OC(=O)C=C(C)C(C)C)C5(C)C(O)(C(C)=O)CCC65O)C4)CC3OC)CC2OC)OC(C)C1O,"[17-acetyl-8,14,17-trihydroxy-3-[5-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-12-yl] 3,4-dimethylpent-2-enoate",73824737
,1,,CC(C)=CCCC(COC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,"2-[[17-[1-[6-[[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-methylhept-5-en-2-yl]-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",162822896
,1,,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,NSC303791,432116
,1,,O=c1c(O)c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,SCHEMBL3654294,14889228
,1,,O=C(O)c1ccccc1O,salicylic acid,338
,1,,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,JDA63334,158680
,1,,CCC(C)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NCC(=O)O,,75290578
,1,,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,Gallotannin,16129878
,1,,OCCc1ccc(O)cc1,Tyrosol,10393
,1,,c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,AMN-082,1894361
,1,,c1ccc2sc(C3(N4CCCCC4)CCCCC3)cc2c1,112726-66-6,123692
,1,,Oc1ccccc1C=NCCN=Cc1ccccc1O,94-93-9,26518
,1,,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,GUANFACINE,3519
,1,,CCCCCC=CCC=CCCCCCCCC(=O)O,"9,12-Octadecadienoic acid",3931
,1,,CCC1C(C)CC2C1C=CC1C3CC=CC(=O)NCCCC4NC(=O)C(=C(O)C=CC3CC12)C4=O,"11-ethyl-2-hydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.05,16.07,15.08,12]octacosa-1,3,13,18-tetraene-20,27,28-trione",57369669
,1,,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"[2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",135512673
,1,,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifogal,60907
,1,,C=CCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,"[13-Hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",433449
,1,,C=CC1=C(C)C2=NC1=CC1=NC(=Cc3[nH]c4c(c3C)=C(O)C(C(=O)OC)C=4C3=NC(=C2)C(C)C3CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(CC)=C1C,603-17-8,159764
,1,,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,"(13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl) carbamate",3460
,1,,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,Rapamycin-d3,5040
