Compound,Life_extended,CAS Number,SMILES,PubChem_Name,PubChem_CID
,1,,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,"6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",2174.0
,1,,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,"2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",346.0
,1,,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,"4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",230232.0
,1,,COc1ccc(CC2COC(=O)C2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,"4-[(3,4-dimethoxyphenyl)methyl]-3-[[3-methoxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl]oxolan-2-one",3660596.0
,1,,O=C1OC(C(O)CO)C(O)=C1O,"2-(1,2-dihydroxyethyl)-3,4-dihydroxy-2H-furan-5-one",54676860.0
,1,,CC(=O)CCC(C)OC1OC(C)C(O)CC1O,"5-(3,5-dihydroxy-6-methyloxan-2-yl)oxyhexan-2-one",73231046.0
,1,,CC(CCCCC=CC(=O)O)OC1OC(C)C(O)CC1O,"8-(3,5-dihydroxy-6-methyloxan-2-yl)oxynon-2-enoic acid",73231047.0
,1,,NC(=O)CC(N)C(=O)O,"2,4-diamino-4-oxobutanoic acid",236.0
,1,,CC(=O)Oc1ccccc1C(=O)O,2-acetyloxybenzoic acid,2244.0
,1,,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,"2-(chloromethyl)-4-(4-nitrophenyl)-1,3-thiazole",2782115.0
,1,,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,"5,6,7-trihydroxy-2-phenylchromen-4-one",5281605.0
,1,,NCCC(=O)O,3-aminopropanoic acid,239.0
,1,,C=C1CCC=C(C)CCC2C1CC2(C)C,"4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",26318.0
,1,,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,"13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",450.0
,1,,C=C1C2CCC(C2)C1(C)CCC=C(C)CO,2-methyl-5-(2-methyl-3-methylidene-2-bicyclo[2.2.1]heptanyl)pent-2-en-1-ol,60970.0
,1,,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,2-[4-[2-[(4-chlorobenzoyl)amino]ethyl]phenoxy]-2-methylpropanoic acid,39042.0
,1,,OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1,"3-[4-(3-chlorophenyl)piperazin-1-yl]-1,1-diphenylpropan-2-ol",3654103.0
,1,,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,"N,N,2-trimethyl-5-nitrobenzenesulfonamide",2921148.0
,1,,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"2,6-ditert-butyl-4-methoxyphenol",10269.0
,1,,O=C(O)C=Cc1ccc(O)c(O)c1,"3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2518.0
,1,,O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,"2-phenylethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",108042.0
,1,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,"1,3,7-trimethylpurine-2,6-dione",2519.0
,1,,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,7-hydroxy-3-(3-hydroxy-4-methoxyphenyl)chromen-4-one,5280448.0
,1,,CCCCCCCC(=O)O,octanoic acid,379.0
,1,,N#CC(C#N)=NNc1cccc(Cl)c1,2-[(3-chlorophenyl)hydrazinylidene]propanedinitrile,2603.0
,1,,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,"2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",1203.0
,1,,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,"10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid",4274774.0
,1,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide,2662.0
,1,,O=C1CSC(c2ccccc2Cl)c2cc(Cl)ccc2N1,"7-chloro-5-(2-chlorophenyl)-1,5-dihydro-4,1-benzothiazepin-2-one",2688.0
,1,,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"2,2-dichloro-N-[1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",298.0
,1,,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,"3-(2-chlorothioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine",2729.0
,1,,Cc1cc(C2CCCCC2)n(O)c(=O)c1,6-cyclohexyl-1-hydroxy-4-methylpyridin-2-one,2749.0
,1,,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2-[4-[3-[2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperazin-1-yl]ethanol,17012.0
,1,,CCCCCCC=CCCCCCCCCCC(=O)O,octadec-11-enoic acid,122325.0
,1,,O=C(O)CC(O)(CC(=O)O)C(=O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid",311.0
,1,,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,2796.0
,1,,CNc1cccc2c(S(=O)(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cccc12,,
,1,,CN(CC(=O)O)C(=N)N,2-[carbamimidoyl(methyl)amino]acetic acid,586.0
,1,,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,"1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",2889.0
,1,,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,"(15-acetyl-9-chloro-2,16-dimethyl-6-oxo-15-pentacyclo[9.7.0.02,8.03,5.012,16]octadeca-7,9-dienyl) acetate",2914.0
,1,,NC(CS)C(=O)O,2-amino-3-sulfanylpropanoic acid,594.0
,1,,CC(CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C)C(=O)O,"6-(10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2-methylheptanoic acid",74426684.0
,1,,Cc1cccc(C)c1OCc1cc(C(=O)N2CCC(c3ccncc3)CC2)no1,"[5-[(2,6-dimethylphenoxy)methyl]-1,2-oxazol-3-yl]-(4-pyridin-4-ylpiperidin-1-yl)methanone",24790866.0
,1,,CC1(C)CCc2c(ccc3c2OC(=Cc2ccc(O)cc2)C3=O)O1,"2-[(4-hydroxyphenyl)methylidene]-7,7-dimethyl-8,9-dihydrofuro[2,3-f]chromen-3-one",162996802.0
,1,,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,"17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol",2949.0
,1,,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,"5,6-dianilinoisoindole-1,3-dione",1697.0
,1,,CC(O)CC(=O)O,3-hydroxybutanoic acid,441.0
,1,,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,"1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid",15618.0
,1,,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,"7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",54680103.0
,1,,NC1C(O)OC(CO)C(O)C1O,"3-amino-6-(hydroxymethyl)oxane-2,4,5-triol",739.0
,1,,OCC1OC(O)C(O)C(O)C1O,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol",206.0
,1,,C=CCSSSCC=C,3-(prop-2-enyltrisulfanyl)prop-1-ene,16315.0
,1,,O=C(O)C(Br)Br,"2,2-dibromoacetic acid",12433.0
,1,,O=C(O)C(Cl)Cl,"2,2-dichloroacetic acid",6597.0
,1,,CCOC(=O)C=CC(=O)OCC,diethyl but-2-enedioate,12201.0
,1,,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,"N-(7-benzyl-2-hydroxy-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",3065.0
,1,,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,"N-(7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",3066.0
,1,,CN(C)C=O,"N,N-dimethylformamide",6228.0
,1,,CSC,methylsulfanylmethane,1068.0
,1,,C[S+](C)[O-],methylsulfinylmethane,679.0
,1,,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,"5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-ol",234096.0
,1,,O=C(O)CC(C(=O)O)C(O)C(=O)O,"1-hydroxypropane-1,2,3-tricarboxylic acid",1198.0
,1,,CC(O)C(=O)O,2-hydroxypropanoic acid,612.0
,1,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone",3157.0
,1,,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,"4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",54681536.0
,1,,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,"[6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-3-yl] 3-(3,4-dihydroxyphenyl)prop-2-enoate",4484390.0
,1,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,6049.0
,1,,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,1-(4-chlorophenyl)-2-[4-[(4-fluorophenyl)methyl]piperidin-1-yl]ethanol,60703.0
,1,,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,"6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione",5281855.0
,1,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",3229.0
,1,,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,"[5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate",1287.0
,1,,CCn1c2cc(=[NH2+])ccc-2c2ccc(N)cc2c1-c1ccccc1,"5-ethyl-6-phenylphenanthridin-5-ium-3,8-diamine",3624.0
,1,,CCC1(C)CC(=O)NC1=O,"3-ethyl-3-methylpyrrolidine-2,5-dione",3291.0
,1,,COc1cccc(C=NCCN=Cc2cccc(OC)c2O)c1O,2-[2-[(2-hydroxy-3-methoxyphenyl)methylideneamino]ethyliminomethyl]-6-methoxyphenol,5232078.0
,1,,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,2-[[4-(trifluoromethoxy)phenyl]hydrazinylidene]propanedinitrile,3330.0
,1,,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,3339.0
,1,,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,135444779.0
,1,,CC(=O)OC1CC(C)(C)C(=C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)CC23OC2(C)CC(O)CC3(C)C)C(C)(O)C1,"[3-hydroxy-4-[18-(4-hydroxy-2,2,6-trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl)-3,7,12,16-tetramethyl-17-oxooctadeca-1,3,5,7,9,11,13,15-octaenylidene]-3,5,5-trimethylcyclohexyl] acetate",541529.0
,1,,O=C(O)c1cc(O)c(O)c(O)c1,"3,4,5-trihydroxybenzoic acid",370.0
,1,,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,"2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol",14986.0
,1,,C=CCS[S+]([O-])CC=C,3-prop-2-enylsulfinylsulfanylprop-1-ene,65036.0
,1,,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one",5280961.0
,1,,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,"(4,5,17-trihydroxy-6,14,18-trimethyl-9,16-dioxo-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadec-14-en-8-yl) 2-hydroxy-2-methylbutanoate",430508.0
,1,,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,745.0
,1,,OCC(O)CO,"propane-1,2,3-triol",753.0
,1,,NCC(=O)O,2-aminoacetic acid,750.0
,1,,NC(N)=NN=Cc1c(Cl)cccc1Cl,"2-[(2,6-dichlorophenyl)methylideneamino]guanidine",3517.0
,1,,COc1ccc(P(=S)(S)N2CCOCC2)cc1,(4-methoxyphenyl)-morpholin-4-yl-sulfanyl-sulfanylidene-lambda5-phosphane,46937262.0
,1,,NC(Cc1cnc[nH]1)C(=O)O,2-amino-3-(1H-imidazol-5-yl)propanoic acid,773.0
,1,,NC(CCS)C(=O)O,2-amino-4-sulfanylbutanoic acid,778.0
,1,,O=C(O)C1C2C=CC(C2)C1C(=O)O,"bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",97965.0
,1,,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,"1-amino-13-ethylidene-11-methyl-6-azatricyclo[7.3.1.02,7]trideca-2(7),3,10-trien-5-one",1253.0
,1,,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",925.0
,1,,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,"5-hydroxy-2-(4-methoxyphenyl)-8-(3-methylbut-2-enyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxychromen-4-one",5471129.0
,1,,c1ccc2[nH]ccc2c1,1H-indole,798.0
,1,,OC1C(O)C(O)C(O)C(O)C1O,"cyclohexane-1,2,3,4,5,6-hexol",892.0
,1,,CCC(C)C(N)C(=O)O,2-amino-3-methylpentanoic acid,791.0
,1,,C=C(C)CCO,3-methylbut-3-en-1-ol,12988.0
,1,,O=C1C=CC(=O)c2c(O)cccc21,"5-hydroxynaphthalene-1,4-dione",3806.0
,1,,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,"9-bromo-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one",3820.0
,1,,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,"3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1H-quinazoline-2,4-dione",3822.0
,1,,COc1cc(C2CC(=O)c3c(O)cc(OC4OC(COC(C)=O)C(O)C(O)C4O)cc3O2)ccc1O,"[3,4,5-trihydroxy-6-[[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-2,3-dihydrochromen-7-yl]oxy]oxan-2-yl]methyl acetate",42608005.0
,1,,COc1cc(C2Oc3c(OC)cc(CC4COC(=O)C4Cc4cc(OC)c5c(c4)C(CO)C(c4ccc(O)c(OC)c4)O5)cc3C2CO)ccc1O,"3,4-bis[[2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydro-1-benzofuran-5-yl]methyl]oxolan-2-one",10010055.0
,1,,CC(O)=C(C#N)C(=O)Nc1cc(Br)ccc1Br,"2-cyano-N-(2,5-dibromophenyl)-3-hydroxybut-2-enamide",54686938.0
,1,,COC(=O)C(N)Cc1cnc[nH]1,methyl 2-amino-3-(1H-imidazol-5-yl)propanoate,437593.0
,1,,CC(C)CC(N)C(=O)O,2-amino-4-methylpentanoic acid,857.0
,1,,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,"1-[(2,4-dichlorophenyl)methyl]indazole-3-carboxylic acid",39562.0
,1,,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate",3957.0
,1,,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine",3964.0
,1,,CCNC(=O)CCC(N)C(=O)O,2-amino-5-(ethylamino)-5-oxopentanoic acid,228398.0
,1,,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",5280445.0
,1,,CC(C)C(N)C(=O)O,2-amino-3-methylbutanoic acid,1182.0
,1,,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,4-[2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]ethyl]aniline,121930.0
,1,,O=S1(=O)N(CCN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)c2cccc3c2N1CCC3,"3-[2-[4-(6-fluoro-1H-indol-3-yl)-3,6-dihydro-2H-pyridin-1-yl]ethyl]-2lambda6-thia-1,3-diazatricyclo[6.3.1.04,12]dodeca-4,6,8(12)-triene 2,2-dioxide",4605800.0
,1,,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2-morpholin-4-yl-8-phenylchromen-4-one,3973.0
,1,,NCCCCC(N)C(=O)O,"2,6-diaminohexanoic acid",866.0
,1,,Cc1ccc(CC(NC(=O)OC(C)(C)C)C(=O)O)cc1,3-(4-methylphenyl)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoic acid,4350674.0
,1,,COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O,"3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",345761.0
,1,,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,"benzyl N-[(4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinolin-9-yl)methyl]carbamate",4090.0
,1,,CSCCC(N)C(=O)O,2-amino-4-methylsulfanylbutanoic acid,876.0
,1,,COC(=O)c1ccc(O)c(O)c1,"methyl 3,4-dihydroxybenzoate",287064.0
,1,,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,"N-(1-hydroxybutan-2-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",4140.0
,1,,CN1CCN2c3ccccc3Cc3ccccc3C2C1,"5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene",4184.0
,1,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,"4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",54687237.0
,1,,CN1CC=C(c2ccccc2)CC1,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine",1388.0
,1,,CC(=CC=CC(C)C(=O)O)C1CNC(C(=O)O)C1CC(=O)O,"4-(6-carboxyhepta-2,4-dien-2-yl)-3-(carboxymethyl)pyrrolidine-2-carboxylic acid",3150.0
,1,,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,"3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",5281672.0
,1,,COC(=CC(N)=O)C(C)C(C=Cc1csc(-c2csc(C(C)C=CC=CC(C)C)n2)n1)OC,"3,5-dimethoxy-4-methyl-7-[2-[2-(7-methylocta-3,5-dien-2-yl)-1,3-thiazol-4-yl]-1,3-thiazol-4-yl]hepta-2,6-dienamide",3658056.0
,1,,COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,N-[2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl]-3-methoxybenzamide,3626837.0
,1,,CC(=O)NC1C(O)OC(CO)C(O)C1O,"N-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide",899.0
,1,,CC(=O)NC(CS)C(=O)O,2-acetamido-3-sulfanylpropanoic acid,581.0
,1,,CC(=O)NC(Cc1cnc[nH]1)C(=O)O,2-acetamido-3-(1H-imidazol-5-yl)propanoic acid,273260.0
,1,,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,1-[4-(2-methoxyphenyl)piperazin-1-yl]-3-naphthalen-1-yloxypropan-2-ol,4418.0
,1,,O=C1C=CC(=O)c2c(O)ccc(O)c21,"5,8-dihydroxynaphthalene-1,4-dione",10141.0
,1,,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,"7-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",4441.0
,1,,NC(=O)c1cccnc1,pyridine-3-carboxamide,936.0
,1,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",4507.0
,1,,O=[N+]([O-])C1CNCCN1c1ccccc1,2-nitro-1-phenylpiperazine,53438236.0
,1,,CN(C)N=O,"N,N-dimethylnitrous amide",6124.0
,1,,CNCCC=C1c2ccccc2CCc2ccccc21,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",4543.0
,1,,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,"1-(3-chloro-5,6-dihydrobenzo[b][1]benzothiepin-5-yl)-4-methylpiperazine",1238.0
,1,,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,"10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",619166.0
,1,,NCCCC(N)C(=O)O,"2,5-diaminopentanoic acid",389.0
,1,,O=C(O)CC(=O)C(=O)O,2-oxobutanedioic acid,970.0
,1,,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,3-[3-(4-benzhydrylpiperazin-1-yl)propyl]-1H-benzimidazol-2-one,4615.0
,1,,O=c1c(=O)c(=O)c2ccccc2c1=O,"naphthalene-1,2,3,4-tetrone",169137.0
,1,,Oc1cc(O)cc(C=Cc2ccc(O)cc2O)c1,"4-[2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,3-diol",73197.0
,1,,CCCCCCC=CCCCCCCCC(=O)O,hexadec-9-enoic acid,4668.0
,1,,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,1-methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium,15939.0
,1,,CC(C)(O)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O,"11-hydroxy-7-(2-hydroxypropan-2-yl)-1,2-dimethyl-6-oxa-23-azahexacyclo[12.10.0.02,11.05,10.016,24.017,22]tetracosa-9,16(24),17,19,21-pentaen-8-one",4697.0
,1,,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,"9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",4745.0
,1,,NC(N)=NC(N)=NCCc1ccccc1,1-(diaminomethylidene)-2-(2-phenylethyl)guanidine,8249.0
,1,,CC1OC(OCC2OC(Oc3cc(CCO)ccc3O)C(O)C(O)C2O)C(O)C(O)C1O,"2-methyl-6-[[3,4,5-trihydroxy-6-[2-hydroxy-5-(2-hydroxyethyl)phenoxy]oxan-2-yl]methoxy]oxane-3,4,5-triol",5326345.0
